Fiscal_Year,Budget_Type,Agency_Name,Sub_Agency_Name,DepartmentName,Sub_DepartmentName,Category,Sub_Category,Stimulus_Type,Funding_Source,Vendor_Name,InvoiceID,InvoiceDt,InvoiceAmt,DistributionAmt,CheckID,CheckDt,CheckAmt,CheckVoidDt
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823217,7/12/2017,62.6,62.6,929413,7/21/2017,2869.52,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823212,7/10/2017,319.48,319.48,929413,7/21/2017,2869.52,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823257,7/11/2017,59.99,59.99,929413,7/21/2017,2869.52,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1822940,5/26/2017,35,35,929413,7/21/2017,2869.52,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823571,7/11/2017,27.18,27.18,929413,7/21/2017,2869.52,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1822865,6/29/2017,59.99,59.99,929659,7/24/2017,261.36,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1825325,7/18/2017,329.4,329.4,930449,7/27/2017,506.63,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1822968,7/5/2017,90.14,90.14,930952,7/31/2017,397.47,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823569,7/5/2017,38.9,38.9,930952,7/31/2017,397.47,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1822860,7/6/2017,59.99,59.99,930952,7/31/2017,397.47,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823242,7/6/2017,20.99,20.99,930952,7/31/2017,397.47,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823316,7/5/2017,86.2,86.2,930952,7/31/2017,397.47,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823318,7/5/2017,59.99,59.99,930953,7/31/2017,119.99,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Clothing/Uniform supplies,,General Fund,BLUEGRASS UNIFORMS,1823320,7/5/2017,60,60,930953,7/31/2017,119.99,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Drugs/Medicine Supplies,,General Fund,BOUND TREE MEDICAL LLC,1827132,6/20/2017,301.86,-234.57,932668,8/9/2017,301.86,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Drugs/Medicine Supplies,,General Fund,BOUND TREE MEDICAL LLC,1827132,6/20/2017,301.86,234.57,932668,8/9/2017,301.86,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Drugs/Medicine Supplies,,General Fund,BOUND TREE MEDICAL LLC,1827132,6/20/2017,301.86,301.86,932668,8/9/2017,301.86,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Drugs/Medicine Supplies,,General Fund,MOHAWK INC,1823082,7/12/2017,96.02,96.02,932073,8/7/2017,96.02,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Drugs/Medicine Supplies,,General Fund,MOHAWK INC,1823219,7/10/2017,8706.45,8706.45,931837,8/4/2017,8706.45,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Drugs/Medicine Supplies,,General Fund,MOHAWK INC,1826032,7/11/2017,256.44,256.44,931188,8/1/2017,256.44,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,ARROW INTERNATIONAL INC,1823111,7/11/2017,30481.62,30481.62,931992,8/7/2017,30481.62,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1826616,6/21/2017,4641.15,4641.15,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1828604,6/26/2017,158.76,-158.76,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1828604,6/26/2017,158.76,158.76,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1828604,6/26/2017,158.76,158.76,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1827949,6/30/2017,158.76,158.76,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1827949,6/30/2017,158.76,158.76,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1827949,6/30/2017,158.76,-158.76,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1824759,9/13/2016,4545.93,4545.93,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1824759,9/13/2016,4545.93,4545.93,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,BOUND TREE MEDICAL LLC,1824759,9/13/2016,4545.93,-4545.93,932875,8/10/2017,9504.6,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,HENRY SCHEIN INC,1824729,7/7/2017,3318.82,3318.82,931249,8/1/2017,3318.82,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1825114,7/17/2017,74,74,933065,8/11/2017,80.96,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1826067,7/17/2017,6.96,6.96,933065,8/11/2017,80.96,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1823306,7/11/2017,22.61,22.61,932071,8/7/2017,22.61,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1826273,5/16/2017,4574.61,4574.61,931835,8/4/2017,4870.61,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1823311,7/10/2017,296,296,931835,8/4/2017,4870.61,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1826038,7/7/2017,746.28,746.28,931187,8/1/2017,746.28,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1825194,7/13/2017,7.56,7.56,930391,7/27/2017,6805.15,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1822959,7/7/2017,5777.24,5777.24,929927,7/25/2017,5777.24,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1823902,7/14/2017,1785,1785,929357,7/21/2017,2911.82,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,MIDWEST MEDICAL SUPPLY COMPANY LLC,1823790,7/13/2017,1126.82,1126.82,929357,7/21/2017,2911.82,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,First Aid Supplies,,General Fund,PHYSIO CONTROL INC,1822222,7/1/2017,18117.2,18117.2,930184,7/26/2017,18117.2,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Medical Equipment,,General Fund,ORR SAFETY CORPORATION,1823541,3/22/2017,212.47,212.47,932923,8/10/2017,212.47,1/1/1900
2018,Metro Government Operations,Emergency Services,ES Support,Supply,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1829206,6/13/2017,130.77,130.77,932922,8/10/2017,11629.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Custodial Services,,General Fund,INTEC BUILDING SERVICES INC,1820862,6/30/2017,27927.34,27927.34,931798,8/4/2017,27927.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1830301,8/4/2017,867.99,867.99,933053,8/11/2017,88236.99,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1830302,7/28/2017,1727.64,1727.64,933053,8/11/2017,88236.99,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1830283,8/4/2017,5529.05,5529.05,933053,8/11/2017,88236.99,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1830284,8/4/2017,1004.42,1004.42,933053,8/11/2017,88236.99,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1830333,8/2/2017,4392.19,4392.19,933053,8/11/2017,88236.99,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1828084,7/25/2017,1632.87,1632.87,931582,8/3/2017,5448.62,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1828107,7/13/2017,229.69,229.69,931819,8/4/2017,17094.11,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1828186,7/14/2017,6351.82,6351.82,931819,8/4/2017,17094.11,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826577,7/7/2017,814.02,814.02,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826578,7/20/2017,1590.39,1590.39,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826579,7/17/2017,489.75,489.75,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826508,7/17/2017,1777.94,1777.94,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826511,7/20/2017,1370.85,1370.85,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826514,7/11/2017,22421.84,22421.84,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826516,7/7/2017,933.14,933.14,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826517,7/12/2017,1292.59,1292.59,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826521,7/11/2017,383.85,383.85,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Gas/Electric Utility Services,,General Fund,LG&E,1826524,7/12/2017,731.96,731.96,930599,7/28/2017,38688.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,REPUBLIC SERVICES OF KENTUCKY LLC,1829341,7/25/2017,285.78,285.78,932932,8/10/2017,285.78,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1828313,7/18/2017,183.45,183.45,931901,8/4/2017,2287.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1828314,6/19/2017,88.06,88.06,931901,8/4/2017,2287.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1826162,7/18/2017,176.12,176.12,930439,7/27/2017,452.52,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1826226,7/18/2017,188.34,188.34,930439,7/27/2017,452.52,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1826151,6/19/2017,88.06,88.06,930439,7/27/2017,452.52,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1826310,6/19/2017,183.45,183.45,931901,8/4/2017,2287.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1826375,7/18/2017,88.06,88.06,931901,8/4/2017,2287.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landfill/Sanitation Services,,General Fund,WASTE MANAGEMENT OF KY LLC,1826376,6/19/2017,188,188,931901,8/4/2017,2287.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Landscaping Services,,General Fund,TRUGREEN LIMITED PARTNERSHIP,1826006,7/1/2017,4933.11,4933.11,930643,7/28/2017,4933.11,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Mail & Shipping,,General Fund,FEDEX,1826969,7/5/2017,42.17,42.17,931145,8/1/2017,42.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,FIRE EQUIPMENT SERVICE COMPANY,1824768,7/11/2017,70,70,932031,8/7/2017,384,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,FIRE EQUIPMENT SERVICE COMPANY,1824763,7/11/2017,70,70,932031,8/7/2017,384,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,FIRE EQUIPMENT SERVICE COMPANY,1824737,7/12/2017,174,174,932031,8/7/2017,384,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,FIRE EQUIPMENT SERVICE COMPANY,1824740,7/11/2017,70,70,932031,8/7/2017,384,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,INTEGRATED PEST MANAGEMENT,1825181,7/11/2017,50,50,929887,7/25/2017,800,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,INTEGRATED PEST MANAGEMENT,1822775,7/10/2017,50,50,928634,7/19/2017,100,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,JOHNSON CONTROLS INC,1820858,6/23/2017,310.2,310.2,931810,8/4/2017,5596.08,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,MADDEN ELEVATOR COMPANY,1824303,7/13/2017,102,102,932063,8/7/2017,102,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Other Building Maintenance/Repair Services,,General Fund,MADDEN ELEVATOR COMPANY,1822771,7/1/2017,1740,1740,928668,7/19/2017,1740,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Security Services,,General Fund,MURRAY GUARD INC,1826064,6/30/2017,13965.3,13965.3,930393,7/27/2017,14022.63,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Contractual Services,Security Services,,General Fund,TIME WARNER CABLE MEDIA,1827711,7/7/2017,259.8,259.8,931881,8/4/2017,153.85,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,AM ELECTRIC,1825117,7/17/2017,263.6,263.6,933116,8/11/2017,317.3,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,AMAZON COM,1825172,7/18/2017,371.8,371.8,929819,7/25/2017,1586.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,AMAZON COM,1824963,7/18/2017,255.8,255.8,929819,7/25/2017,1586.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,AMAZON COM,1824744,7/18/2017,113.98,113.98,929819,7/25/2017,1586.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,AMAZON COM,1824757,7/18/2017,113.98,113.98,929819,7/25/2017,1586.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1822773,7/7/2017,5.25,5.25,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,KLEIN BROTHERS INC,1822769,7/12/2017,41.08,41.08,932129,8/7/2017,4116.78,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,LOWES COMPANIES INC,1829609,8/4/2017,12.52,12.52,932712,8/9/2017,2439.66,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,LOWES COMPANIES INC,1826565,7/20/2017,102.88,102.88,930601,7/28/2017,4024.32,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,LOWES COMPANIES INC,1826568,7/18/2017,20.86,20.86,930601,7/28/2017,4024.32,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,LOWES COMPANIES INC,1826569,7/11/2017,207.97,207.97,930601,7/28/2017,4024.32,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,LOWES COMPANIES INC,1826586,7/21/2017,23.29,23.29,930601,7/28/2017,4024.32,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,SWH SUPPLY COMPANY INC,1824289,7/13/2017,68.3,68.3,932136,8/7/2017,68.3,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,SWH SUPPLY COMPANY INC,1821742,7/5/2017,155.4,155.4,930968,7/31/2017,826.04,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Building Maintenance Supplies,,General Fund,SWH SUPPLY COMPANY INC,1822511,7/10/2017,27.46,27.46,929175,7/20/2017,27.46,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Clothing/Uniform supplies,,General Fund,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1825033,7/17/2017,33.54,33.54,932666,8/9/2017,230.22,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Clothing/Uniform supplies,,General Fund,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1829344,7/31/2017,491.42,491.42,932869,8/10/2017,1514.51,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Clothing/Uniform supplies,,General Fund,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1822509,7/3/2017,33.54,33.54,929040,7/20/2017,223.68,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Clothing/Uniform supplies,,General Fund,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1821585,7/10/2017,33.54,33.54,929040,7/20/2017,223.68,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Custodial Supplies,,General Fund,CLINT CHEMICAL & JANITORIAL SUPPLIES INC,1825845,7/20/2017,401.83,401.83,931758,8/4/2017,401.83,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,AMAZON COM,1826544,7/25/2017,55.8,55.8,930511,7/28/2017,873.7,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,AMAZON COM,1825013,7/19/2017,89.39,89.39,929819,7/25/2017,1586.17,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,AMAZON COM,1825290,7/20/2017,65.61,65.61,930331,7/27/2017,2250.46,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1829254,6/19/2017,35,35,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1829255,6/16/2017,365.53,365.53,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1829258,6/9/2017,543.33,543.33,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1829260,6/23/2017,245.28,245.28,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1829266,6/9/2017,7.4,7.4,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1827612,7/28/2017,202.76,202.76,932922,8/10/2017,11629.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1828969,6/23/2017,668.57,668.57,932922,8/10/2017,11629.86,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1822280,6/30/2017,73.92,-73.92,929936,7/25/2017,3047.33,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1822280,6/30/2017,73.92,73.92,929936,7/25/2017,3047.33,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Facilities,Facilities,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1822280,6/30/2017,73.92,73.92,929936,7/25/2017,3047.33,1/1/1900
2018,Metro Government Operations,Office of Management & Budget,Finance Operations,Administrative Services,,Contractual Services,Computer Software Licenses,,General Fund,KENTUCKY STATE TREASURER,1820493,7/5/2017,840,840,927312,7/12/2017,840,1/1/1900
2018,Metro Government Operations,Office of Management & Budget,Finance Operations,Administrative Services,,Contractual Services,Computer Software Licenses,,General Fund,VIA INTERNET STUDIO INC,1820495,7/15/2017,1100,550,926895,7/10/2017,1100,1/1/1900
2018,Metro Government Operations,Office of Management & Budget,Finance Operations,Administrative Services,,Contractual Services,Court Fees and Costs,,General Fund,COMMONWEALTH OF KENTUCKY,1828218,7/31/2017,153,153,932502,8/8/2017,153,1/1/1900
2018,Metro Government Operations,Office of Management & Budget,Finance Operations,Administrative Services,,Contractual Services,Court Fees and Costs,,General Fund,COMMONWEALTH OF KENTUCKY,1828220,7/31/2017,153,153,932499,8/8/2017,153,1/1/1900
2018,Metro Government Operations,Office of Management & Budget,Finance Operations,Administrative Services,,Contractual Services,Court Fees and Costs,,General Fund,COMMONWEALTH OF KENTUCKY,1828223,7/31/2017,153,153,932500,8/8/2017,153,1/1/1900
