Cite Number,Issue Date,Issue T,Violat,Sublocatio,Street,Meter #,Is Wa,Due
5010002057,01/26/2016,12:54 ,X,,SEE NOTES,M409B,NO,0.00
0094287513,06/21/2016,09:17 ,S,,SEE NOTES,,NO,50.00
5160018835,02/22/2016,11:57 ,X,,SEE NOTES,405E,NO,0.00
5100004552,05/05/2016,16:18 ,NPP,,SEE NOTES,,NO,0.00
0094354923,02/29/2016,19:31 ,NS,,SEE NOTES,,NO,0.00
5260003598,04/26/2016,08:44 ,S,,SEE NOTES,,NO,0.00
5260002533,03/08/2016,09:48 ,NPB,,SEE NOTES,,NO,0.00
5040004760,06/20/2016,11:56 ,X,,SEE NOTES,602,NO,0.00
5160021153,04/19/2016,07:56 ,S,,SEE NOTES,,NO,0.00
5010003137,03/18/2016,10:38 ,X,,SEE NOTES,MA710A,NO,0.00
0094333105,03/18/2016,08:31 ,S,,SEE NOTES,,NO,0.00
5180006866,06/29/2016,12:49 ,X,,SEE NOTES,2003,NO,50.00
5220003463,05/26/2016,10:41 ,X,,SEE NOTES,303,NO,0.00
5220002173,02/09/2016,13:45 ,X,,SEE NOTES,707A,NO,0.00
5040004175,04/04/2016,13:20 ,X,,SEE NOTES,,NO,50.00
5220002370,02/16/2016,13:42 ,X,,SEE NOTES,309A,NO,0.00
5090003913,06/06/2016,11:49 ,X,,SEE NOTES,GR421E,NO,0.00
5150002758,04/18/2016,12:19 ,X,,SEE NOTES,CH107,NO,0.00
5070005532,01/05/2016,11:39 ,X,,SEE NOTES,NA,NO,0.00
5160019031,02/25/2016,16:23 ,NPP,,SEE NOTES,,NO,0.00
5180006682,06/20/2016,14:38 ,X,,SEE NOTES,1604,NO,0.00
5140002672,01/11/2016,10:18 ,X,,SEE NOTES,LIB602,NO,0.00
5110001938,06/24/2016,10:23 ,X,,SEE NOTES,614A,NO,0.00
5240000417,04/22/2016,16:23 ,NPP,,SEE NOTES,,NO,0.00
5150002592,04/07/2016,13:00 ,NPS,,SEE NOTES,,NO,0.00
5160017014,01/04/2016,16:28 ,X,,SEE NOTES,400EA,NO,0.00
5170005202,01/14/2016,14:07 ,X,,SEE NOTES,ALI409,NO,0.00
5160021928,05/11/2016,13:17 ,X,,SEE NOTES,2013,NO,0.00
5130002505,01/05/2016,12:22 ,X,,SEE NOTES,MA710A,NO,0.00
0092736066,02/10/2016,18:12 ,NP,,SEE NOTES,,NO,50.00
5060003343,01/06/2016,10:54 ,X,,SEE NOTES,621A,NO,0.00
5260001901,02/15/2016,08:48 ,X,,SEE NOTES,42015,NO,0.00
5120003550,01/28/2016,14:59 ,X,,SEE NOTES,NA,NO,0.00
5050000660,02/02/2016,07:53 ,NPP,,SEE NOTES,,NO,50.00
5010005233,06/28/2016,07:24 ,X,,SEE NOTES,6302A,NO,0.00
0093210316,05/24/2016,09:04 ,OFF,,SEE NOTES,,NO,50.00
5230004521,04/23/2016,08:53 ,NS,,SEE NOTES,,NO,0.00
5070005913,02/22/2016,10:30 ,78,,SEE NOTES,,NO,70.00
5260004783,06/20/2016,09:50 ,78,,SEE NOTES,,NO,70.00
5160016968,01/04/2016,12:52 ,X,,SEE NOTES,FL603B,NO,50.00
5090002269,02/12/2016,11:00 ,X,,SEE NOTES,CH409B,NO,0.00
5130002640,04/07/2016,16:21 ,X,,SEE NOTES,516A,NO,0.00
5040004485,05/20/2016,11:00 ,X,,SEE NOTES,107,NO,50.00
5170006090,02/29/2016,14:29 ,X,,SEE NOTES,FL503A,NO,50.00
5250002721,03/26/2016,10:23 ,X,,SEE NOTES,501A,NO,0.00
5110001367,03/21/2016,15:49 ,X,,SEE NOTES,800B,NO,50.00
5150003372,05/16/2016,07:36 ,X,,SEE NOTES,HK520A,NO,0.00
5150001968,02/11/2016,10:50 ,X,,SEE NOTES,400B,NO,0.00
0094326960,03/16/2016,08:01 ,S,,SEE NOTES,,NO,0.00
5250002968,04/04/2016,11:42 ,X,,SEE NOTES,,NO,0.00
5180005635,03/17/2016,08:42 ,S,,SEE NOTES,,NO,0.00
5010003197,03/19/2016,11:34 ,X,,SEE NOTES,MA708B,NO,0.00
5010003696,04/19/2016,15:12 ,X,,SEE NOTES,3101A,NO,0.00
5160018955,02/24/2016,12:48 ,PTZ,,SEE NOTES,,NO,0.00
5010004201,05/11/2016,14:28 ,X,,SEE NOTES,MA603B,NO,0.00
5100004690,05/07/2016,15:51 ,X,,SEE NOTES,206A,NO,0.00
5130002918,04/21/2016,17:12 ,NPP,,SEE NOTES,,NO,0.00
5140002962,01/29/2016,15:07 ,NPP,,SEE NOTES,,NO,0.00
5010003035,03/14/2016,08:46 ,X,,SEE NOTES,3102B,NO,0.00
5250001422,01/13/2016,11:37 ,X,,SEE NOTES,J609,NO,0.00
5010003723,04/20/2016,12:19 ,X,,SEE NOTES,7105A,NO,0.00
5250002511,03/18/2016,10:22 ,X,,SEE NOTES,1203N,NO,0.00
5150002285,03/22/2016,12:49 ,X,,SEE NOTES,502B,NO,0.00
5230004820,04/30/2016,05:27 ,NS,,SEE NOTES,,NO,0.00
5010002929,03/05/2016,15:43 ,X,,SEE NOTES,M409A,NO,0.00
5200004367,04/26/2016,16:24 ,NP,,SEE NOTES,,NO,0.00
5180005323,02/23/2016,13:10 ,PNP,,SEE NOTES,,NO,0.00
5250002367,03/12/2016,11:18 ,X,,SEE NOTES,3609,NO,0.00
5230004330,04/19/2016,10:59 ,EX,,SEE NOTES,,NO,0.00
5220001424,01/08/2016,15:26 ,X,,SEE NOTES,3706,NO,50.00
0092092545,02/21/2016,21:05 ,PNP,,SEE NOTES,,NO,0.00
5180004986,02/02/2016,10:51 ,X,,SEE NOTES,H-1501,NO,0.00
5260001647,01/29/2016,13:00 ,79,,SEE NOTES,,NO,0.00
5260002676,03/16/2016,10:33 ,97,,SEE NOTES,,NO,0.00
5260004787,06/20/2016,10:14 ,97,,SEE NOTES,,NO,0.00
5260001220,01/04/2016,12:49 ,X,,SEE NOTES,42006,NO,0.00
5260004595,06/09/2016,10:04 ,78,,SEE NOTES,,NO,0.00
5200004056,01/15/2016,06:38 ,EX,,SEE NOTES,,NO,0.00
5220002810,02/29/2016,10:01 ,X,,SEE NOTES,311A,NO,0.00
5120003374,01/12/2016,14:55 ,X,,SEE NOTES,603A,NO,0.00
5230003738,04/06/2016,06:38 ,PNP,,SEE NOTES,,NO,0.00
5160017419,01/12/2016,17:28 ,X,,SEE NOTES,519,NO,50.00
5030000998,06/22/2016,07:15 ,S,,SEE NOTES,,NO,50.00
5250001307,01/05/2016,10:25 ,X,,SEE NOTES,8306,NO,50.00
0094096870,06/30/2016,11:37 ,FL,,SEE NOTES,,NO,0.00
5140003632,04/20/2016,10:48 ,X,,SEE NOTES,306B,NO,50.00
0093966272,05/19/2016,17:30 ,PNP,,SEE NOTES,,NO,0.00
5150002411,03/25/2016,17:19 ,X,,SEE NOTES,407B,NO,50.00
5250002908,04/02/2016,08:44 ,X,,SEE NOTES,300A,NO,50.00
5220002491,02/18/2016,15:28 ,NP,,SEE NOTES,,NO,0.00
5230005521,05/26/2016,07:12 ,NSR,,SEE NOTES,,NO,0.00
5250002978,04/04/2016,14:07 ,NP,,SEE NOTES,,NO,0.00
5230004094,04/13/2016,11:03 ,PCN,,SEE NOTES,,NO,0.00
0094255696,01/25/2016,01:04 ,PNP,,SEE NOTES,,NO,0.00
5090002341,02/18/2016,14:02 ,X,,SEE NOTES,ALI403,NO,0.00
5120003605,01/29/2016,17:34 ,X,,SEE NOTES,204E,NO,0.00
5100003330,01/05/2016,11:51 ,X,,SEE NOTES,3504B,NO,0.00
5170005597,02/05/2016,08:36 ,WA,,SEE NOTES,,NO,0.00
5090002820,04/01/2016,11:44 ,X,,SEE NOTES,5110B,NO,0.00
5040004015,03/07/2016,10:23 ,PFH,,SEE NOTES,,NO,0.00
5030000700,03/30/2016,12:30 ,PT,,SEE NOTES,,NO,0.00
5100004965,05/17/2016,09:55 ,X,,SEE NOTES,304B,NO,0.00
5160021193,04/19/2016,09:02 ,S,,SEE NOTES,,NO,0.00
5160018917,02/23/2016,15:55 ,X,,SEE NOTES,DU2230,NO,0.00
5250002327,03/11/2016,14:05 ,X,,SEE NOTES,ALI311,NO,0.00
5130002783,04/13/2016,15:53 ,X,,SEE NOTES,412E,NO,0.00
5250002816,03/29/2016,16:26 ,X,,SEE NOTES,618,NO,0.00
5010004037,05/02/2016,16:30 ,X,,SEE NOTES,M403B,NO,0.00
5220001912,02/01/2016,10:06 ,X,,SEE NOTES,307A,NO,0.00
5200004416,06/14/2016,14:44 ,X,,SEE NOTES,104A,NO,0.00
5070006578,05/20/2016,10:21 ,X,,SEE NOTES,405A,NO,0.00
5220002831,02/29/2016,13:46 ,NP,,SEE NOTES,,NO,0.00
5060003845,05/17/2016,10:20 ,X,,SEE NOTES,NA,NO,0.00
5070006035,04/04/2016,16:14 ,NPP,,SEE NOTES,,NO,0.00
5230005661,05/27/2016,11:10 ,S,,SEE NOTES,,NO,50.00
0094159656,06/02/2016,13:40 ,NS,,SEE NOTES,,NO,50.00
5100006440,06/24/2016,16:07 ,NPP,,SEE NOTES,,NO,0.00
0093210143,04/25/2016,13:37 ,U,,SEE NOTES,,NO,50.00
5090002947,04/12/2016,09:29 ,H,,SEE NOTES,,NO,0.00
5020000732,02/22/2016,10:38 ,X,,SEE NOTES,J606B,NO,0.00
5160021020,04/15/2016,13:01 ,X,,SEE NOTES,414A,NO,0.00
5070005860,01/15/2016,13:01 ,X,,SEE NOTES,G307B,NO,0.00
5110001519,03/31/2016,10:38 ,X,,SEE NOTES,3706,NO,50.00
5150003645,06/06/2016,11:45 ,X,,SEE NOTES,NA,NO,0.00
5070005672,01/09/2016,10:51 ,X,,SEE NOTES,1101,NO,0.00
0093852441,03/23/2016,19:57 ,NP,,SEE NOTES,,NO,0.00
5170005924,02/23/2016,08:13 ,X,,SEE NOTES,309EB,NO,0.00
5020000999,04/13/2016,16:59 ,X,,SEE NOTES,607A,NO,0.00
5040003475,01/26/2016,14:13 ,X,,SEE NOTES,,NO,0.00
5250002599,03/22/2016,11:46 ,X,,SEE NOTES,,NO,0.00
5160017693,01/20/2016,16:18 ,NPP,,SEE NOTES,,NO,0.00
5220001875,01/30/2016,12:22 ,X,,SEE NOTES,311A,NO,0.00
5250002500,03/17/2016,17:04 ,X,,SEE NOTES,306B,NO,0.00
5230003029,03/14/2016,11:00 ,S,,SEE NOTES,,NO,0.00
5020000997,04/13/2016,16:20 ,X,,SEE NOTES,611A,NO,50.00
5040003796,02/17/2016,09:42 ,X,,SEE NOTES,MA603B,NO,0.00
5220003084,03/12/2016,14:15 ,X,,SEE NOTES,603B,NO,50.00
0094279533,03/26/2016,11:10 ,PFH,,SEE NOTES,,NO,0.00
5010003507,04/13/2016,10:25 ,X,,SEE NOTES,MA303B,NO,0.00
5030000480,01/04/2016,13:55 ,NSR,,SEE NOTES,,NO,0.00
5250002381,03/12/2016,11:45 ,X,,SEE NOTES,Y303,NO,0.00
0094288622,04/04/2016,08:30 ,S,,SEE NOTES,,NO,0.00
5110001998,06/25/2016,12:10 ,X,,SEE NOTES,412A,NO,0.00
5180005486,03/08/2016,14:25 ,X,,SEE NOTES,,NO,0.00
5180006362,06/06/2016,12:33 ,X,,SEE NOTES,2015,NO,0.00
5250001494,01/16/2016,11:46 ,X,,SEE NOTES,,NO,50.00
5160022341,05/24/2016,10:13 ,PNP,,SEE NOTES,,NO,0.00
5200004381,04/28/2016,11:28 ,NPG,,SEE NOTES,804,NO,0.00
0094024582,02/10/2016,17:15 ,NS,,SEE NOTES,,NO,0.00
5230002273,02/01/2016,10:20 ,EX,,SEE NOTES,,NO,0.00
0094326890,03/17/2016,08:28 ,S,,SEE NOTES,,NO,25.00
5020000919,03/17/2016,11:15 ,X,,SEE NOTES,,NO,0.00
0094361853,04/28/2016,16:05 ,NPP,,SEE NOTES,,NO,0.00
5100005866,06/08/2016,17:18 ,X,,SEE NOTES,202EA,NO,0.00
5040004135,03/22/2016,11:50 ,NSR,,SEE NOTES,,NO,0.00
5260002729,03/21/2016,09:56 ,X,,SEE NOTES,41808,NO,0.00
5250001474,01/15/2016,13:36 ,NP,,SEE NOTES,,NO,0.00
5250001397,01/12/2016,09:06 ,NSR,,SEE NOTES,,NO,0.00
5090004000,06/14/2016,15:56 ,X,,SEE NOTES,412A,NO,0.00
5150002903,04/22/2016,10:59 ,X,,SEE NOTES,300EA,NO,0.00
0093908824,02/17/2016,17:17 ,FL,,SEE NOTES,,NO,135.00
5220001972,02/02/2016,13:25 ,X,,SEE NOTES,405B,NO,50.00
5160021931,05/11/2016,13:27 ,P30,,SEE NOTES,,NO,0.00
5010002652,02/20/2016,13:55 ,X,,SEE NOTES,M305B,NO,0.00
5170006145,03/05/2016,10:48 ,X,,SEE NOTES,213EA,NO,50.00
5260004957,06/27/2016,08:47 ,X,,SEE NOTES,503EB,NO,0.00
5060004014,06/01/2016,15:05 ,NPP,,SEE NOTES,,NO,50.00
5160018716,02/15/2016,17:25 ,NP,,SEE NOTES,,NO,0.00
0093850584,02/11/2016,09:48 ,NPJ,,SEE NOTES,,NO,0.00
5220001461,01/11/2016,17:22 ,X,,SEE NOTES,3700,NO,0.00
5160021681,05/02/2016,13:35 ,X,,SEE NOTES,309,NO,50.00
5220002405,02/17/2016,10:34 ,X,,SEE NOTES,3706,NO,0.00
5070006982,06/06/2016,10:39 ,X,,SEE NOTES,616A,NO,0.00
0094070605,04/17/2016,20:43 ,H,,SEE NOTES,,NO,135.00
5100004748,05/09/2016,16:18 ,X,,SEE NOTES,313B,NO,0.00
0093680506,05/29/2016,04:53 ,OTH,,SEE NOTES,,NO,0.00
5120004072,03/01/2016,10:54 ,NSR,,SEE NOTES,,NO,50.00
5160018319,02/05/2016,10:25 ,X,,SEE NOTES,612B,NO,0.00
5230002161,01/22/2016,06:34 ,PFH,,SEE NOTES,,NO,0.00
5260001966,02/17/2016,12:42 ,X,,SEE NOTES,42002,NO,0.00
5160018379,02/08/2016,10:02 ,X,,SEE NOTES,3509B,NO,0.00
5160018386,02/08/2016,10:31 ,NP,,SEE NOTES,,NO,0.00
5260004064,05/18/2016,15:12 ,X,,SEE NOTES,503B,NO,0.00
5250002346,03/12/2016,09:44 ,X,,SEE NOTES,601A,NO,0.00
5160018553,02/11/2016,09:55 ,X,,SEE NOTES,402B,NO,0.00
5160018970,02/24/2016,14:25 ,X,,SEE NOTES,402B,NO,0.00
5260001720,02/03/2016,13:17 ,X,,SEE NOTES,CAR310,NO,0.00
5010003331,03/28/2016,11:18 ,X,,SEE NOTES,M502B,NO,0.00
0094336325,03/24/2016,08:00 ,NP,,SEE NOTES,,NO,0.00
5120003824,02/11/2016,15:34 ,NPP,,SEE NOTES,,NO,0.00
5190002880,01/22/2016,10:21 ,NPS,,SEE NOTES,,NO,0.00
5060004197,06/15/2016,11:37 ,X,,SEE NOTES,306,NO,0.00
5220002610,02/22/2016,11:16 ,X,,SEE NOTES,7636,NO,0.00
5180006678,06/20/2016,13:51 ,X,,SEE NOTES,2200,NO,0.00
5260001498,01/21/2016,10:04 ,X,,SEE NOTES,4805,NO,0.00
5260001252,01/06/2016,08:09 ,X,,SEE NOTES,42005,NO,0.00
5220003299,03/18/2016,14:04 ,X,,SEE NOTES,608B,NO,50.00
5060003569,04/21/2016,16:54 ,X,,SEE NOTES,301A,NO,0.00
0094357583,04/26/2016,21:05 ,U,,SEE NOTES,,NO,50.00
5150002686,04/13/2016,12:32 ,X,,SEE NOTES,MA105E,NO,0.00
5010003990,04/30/2016,16:06 ,PSW,,SEE NOTES,,NO,0.00
0094356275,04/29/2016,02:56 ,NS,,SEE NOTES,,NO,0.00
5160018311,02/04/2016,17:16 ,X,,SEE NOTES,D1903,NO,50.00
5160017574,01/15/2016,10:23 ,X,,SEE NOTES,616B,NO,0.00
5130003040,04/26/2016,16:21 ,NPP,,SEE NOTES,,NO,0.00
5230004944,05/04/2016,08:22 ,S,,SEE NOTES,,NO,0.00
5100005119,05/19/2016,00:00 ,X,,SEE NOTES,,NO,0.00
5260004786,06/20/2016,10:11 ,97,,SEE NOTES,,NO,0.00
5160022188,05/19/2016,09:31 ,78,,SEE NOTES,,NO,0.00
0093855226,05/06/2016,20:43 ,OTH,,SEE NOTES,,NO,0.00
5150002607,04/08/2016,12:58 ,X,,SEE NOTES,GR419,NO,50.00
5260003647,04/27/2016,12:58 ,X,,SEE NOTES,BRD301,NO,0.00
5230002922,03/12/2016,05:21 ,NPS,,SEE NOTES,,NO,50.00
5040004682,06/06/2016,11:06 ,X,,SEE NOTES,411B,NO,50.00
5160022195,05/19/2016,10:03 ,X,,SEE NOTES,303A,NO,0.00
5230001861,01/05/2016,12:16 ,PNP,,SEE NOTES,,NO,0.00
5230002719,02/26/2016,10:29 ,NPH,,SEE NOTES,,NO,0.00
5040003367,01/19/2016,08:48 ,X,,SEE NOTES,ALI310,NO,0.00
5070006940,06/01/2016,10:50 ,NSR,,SEE NOTES,,NO,0.00
5130002614,04/07/2016,11:06 ,X,,SEE NOTES,412EB,NO,0.00
5120004063,03/01/2016,10:25 ,NSR,,SEE NOTES,,NO,0.00
5010003805,04/26/2016,10:40 ,NP,,SEE NOTES,,NO,0.00
5100003915,02/10/2016,09:44 ,X,,SEE NOTES,A410R,NO,0.00
5230005862,06/01/2016,08:41 ,S,,SEE NOTES,,NO,50.00
5160020231,03/24/2016,12:03 ,X,,SEE NOTES,102,NO,0.00
5260004520,06/07/2016,09:06 ,78,,SEE NOTES,,NO,0.00
5260001680,02/02/2016,08:52 ,X,,SEE NOTES,4801,NO,0.00
5260002189,02/25/2016,09:03 ,X,,SEE NOTES,4800,NO,50.00
5100003424,01/11/2016,13:36 ,WA,,SEE NOTES,,NO,0.00
5020000861,03/09/2016,10:11 ,X,,SEE NOTES,,NO,0.00
5230003662,04/04/2016,06:46 ,PNP,,SEE NOTES,,NO,0.00
5220002778,02/26/2016,11:24 ,X,,SEE NOTES,6601,NO,0.00
5230003647,04/01/2016,12:34 ,EX,,SEE NOTES,,NO,0.00
5170005598,02/05/2016,09:24 ,X,,SEE NOTES,GR202B,NO,0.00
5260001610,01/28/2016,08:23 ,78,,SEE NOTES,,NO,0.00
5090004099,06/20/2016,11:38 ,X,,SEE NOTES,300B,NO,50.00
5150002327,03/24/2016,07:48 ,X,,SEE NOTES,P-506B,NO,0.00
0094356506,04/26/2016,21:10 ,OTH,,SEE NOTES,,NO,0.00
5160019009,02/25/2016,12:41 ,PS,,SEE NOTES,,NO,0.00
5090003468,05/10/2016,11:14 ,NP,,SEE NOTES,,NO,50.00
5230005036,05/06/2016,08:44 ,OFF,,SEE NOTES,,NO,0.00
5090003066,04/18/2016,10:40 ,X,,SEE NOTES,J402A,NO,0.00
5150003743,06/14/2016,15:12 ,NPP,,SEE NOTES,,NO,0.00
5230004598,04/26/2016,08:37 ,S,,SEE NOTES,,NO,0.00
5100003351,01/07/2016,07:41 ,X,,SEE NOTES,CH307A,NO,0.00
5080001773,01/08/2016,10:21 ,78,,SEE NOTES,,NO,0.00
5100006570,06/28/2016,16:49 ,NPP,,SEE NOTES,,NO,0.00
5230004403,04/20/2016,12:20 ,FL,,SEE NOTES,,NO,0.00
5100005721,06/06/2016,11:33 ,X,,SEE NOTES,608L,NO,0.00
5230006622,06/30/2016,09:02 ,S,,SEE NOTES,,NO,0.00
5170005874,02/18/2016,11:05 ,X,,SEE NOTES,403EB,NO,0.00
5010002082,01/27/2016,10:53 ,X,,SEE NOTES,M704A,NO,0.00
5090003696,05/23/2016,11:17 ,X,,SEE NOTES,CH310E,NO,0.00
5180005301,02/22/2016,12:32 ,X,,SEE NOTES,BD1509,NO,0.00
5240000382,04/20/2016,16:46 ,X,,SEE NOTES,205EA,NO,0.00
5250001672,01/27/2016,13:15 ,X,,SEE NOTES,LIB205,NO,0.00
5160018330,02/05/2016,12:45 ,X,,SEE NOTES,106E,NO,0.00
5260004984,06/29/2016,11:03 ,X,,SEE NOTES,207EA,NO,0.00
5250002882,04/01/2016,09:25 ,LZF,,SEE NOTES,,NO,0.00
5230003134,03/16/2016,11:16 ,NSR,,SEE NOTES,,NO,0.00
5220002390,02/16/2016,16:50 ,X,,SEE NOTES,3603,NO,0.00
5080001888,06/09/2016,11:21 ,X,,SEE NOTES,201N,NO,0.00
5040003785,02/16/2016,12:54 ,X,,SEE NOTES,,NO,0.00
0094358574,03/25/2016,03:25 ,EX,,SEE NOTES,,NO,0.00
5140003687,04/21/2016,13:43 ,X,,SEE NOTES,407B,NO,0.00
5010004231,05/13/2016,09:39 ,X,,SEE NOTES,7109A,NO,50.00
5030000859,05/23/2016,11:16 ,X,,SEE NOTES,M701A,NO,0.00
5070005581,01/06/2016,15:44 ,NP,,SEE NOTES,,NO,0.00
5010002970,03/08/2016,10:19 ,NPO,,SEE NOTES,,NO,0.00
5230003972,04/12/2016,08:33 ,S,,SEE NOTES,,NO,0.00
5150003269,05/09/2016,14:17 ,X,,SEE NOTES,509A,NO,0.00
5140003702,05/09/2016,16:49 ,X,,SEE NOTES,FL509A,NO,0.00
5110001888,06/22/2016,10:27 ,X,,SEE NOTES,501B,NO,0.00
5040004782,06/21/2016,11:48 ,X,,SEE NOTES,620,NO,0.00
5100004029,04/02/2016,08:34 ,X,,SEE NOTES,LI406B,NO,0.00
5140002580,01/06/2016,15:56 ,NPP,,SEE NOTES,,NO,50.00
0092665462,03/15/2016,12:10 ,S,,SEE NOTES,,NO,0.00
5010003697,04/19/2016,15:43 ,X,,SEE NOTES,MA402B,NO,0.00
5230001908,01/07/2016,07:58 ,S,,SEE NOTES,,NO,0.00
5080001817,04/13/2016,09:25 ,78,,SEE NOTES,,NO,0.00
5120004629,06/29/2016,13:08 ,X,,SEE NOTES,513A,NO,50.00
5230006000,06/06/2016,08:44 ,S,,SEE NOTES,,NO,50.00
5090003871,06/03/2016,10:48 ,H,,SEE NOTES,,NO,0.00
5210000080,02/19/2016,16:06 ,NPP,,SEE NOTES,,NO,0.00
5220001532,01/14/2016,10:56 ,X,,SEE NOTES,8702,NO,0.00
5070006067,04/28/2016,15:23 ,NPP,,SEE NOTES,,NO,0.00
5150003225,05/06/2016,13:19 ,X,,SEE NOTES,MA200A,NO,0.00
5160021371,04/26/2016,08:34 ,X,,SEE NOTES,2202,NO,0.00
5070005800,01/13/2016,15:35 ,NPO,,SEE NOTES,,NO,0.00
5260002221,02/25/2016,16:21 ,X,,SEE NOTES,5108,NO,0.00
5030000836,05/16/2016,14:02 ,BT,,SEE NOTES,,NO,0.00
5230003111,03/16/2016,08:31 ,S,,SEE NOTES,,NO,0.00
5220003218,03/16/2016,16:43 ,X,,SEE NOTES,L300,NO,0.00
5100006516,06/27/2016,16:52 ,NPP,,SEE NOTES,,NO,0.00
5070007330,06/17/2016,12:34 ,X,,SEE NOTES,409B,NO,0.00
5100005122,05/19/2016,13:27 ,X,,SEE NOTES,404A,NO,0.00
5060004208,06/15/2016,15:00 ,X,,SEE NOTES,301A,NO,0.00
5260002974,03/29/2016,10:20 ,X,,SEE NOTES,501B,NO,50.00
5010002469,02/15/2016,16:54 ,X,,SEE NOTES,MA704B,NO,0.00
5010003753,04/21/2016,11:44 ,X,,SEE NOTES,MA604A,NO,0.00
0094336340,03/24/2016,08:00 ,NP,,SEE NOTES,,NO,0.00
0093178466,02/06/2016,07:30 ,H,,SEE NOTES,,NO,0.00
5160018907,02/23/2016,13:36 ,NP,,SEE NOTES,415E,NO,0.00
5020000775,02/24/2016,09:28 ,X,,SEE NOTES,8304B,NO,0.00
5160020258,03/24/2016,16:26 ,NPP,,SEE NOTES,,NO,0.00
5010004210,05/12/2016,10:04 ,X,,SEE NOTES,8100A,NO,0.00
0094361481,06/07/2016,19:52 ,NS,,SEE NOTES,,NO,50.00
5100003546,01/21/2016,10:09 ,X,,SEE NOTES,ALI306,NO,0.00
5160018193,02/02/2016,16:40 ,X,,SEE NOTES,H2000,NO,0.00
5040004381,04/27/2016,08:22 ,NP,,SEE NOTES,,NO,0.00
5230006526,06/29/2016,07:45 ,NP,,SEE NOTES,,NO,0.00
5160020236,03/24/2016,13:05 ,X,,SEE NOTES,200N,NO,0.00
5220002389,02/16/2016,16:09 ,X,,SEE NOTES,3705,NO,0.00
5250003004,04/06/2016,13:58 ,HOR,,SEE NOTES,,NO,0.00
5160017471,01/13/2016,14:51 ,X,,SEE NOTES,509,NO,0.00
5180005957,04/15/2016,13:56 ,S,,SEE NOTES,,NO,0.00
5060003680,04/26/2016,16:58 ,X,,SEE NOTES,413A,NO,0.00
5160017783,01/22/2016,12:22 ,X,,SEE NOTES,600,NO,0.00
5180006776,06/24/2016,13:24 ,X,,SEE NOTES,1513,NO,0.00
0094327866,03/15/2016,11:23 ,S,,SEE NOTES,,NO,0.00
5070007412,06/23/2016,14:01 ,X,,SEE NOTES,401B,NO,0.00
5090003287,05/02/2016,11:19 ,X,,SEE NOTES,7608SR,NO,0.00
5230002275,02/01/2016,10:51 ,NPH,,SEE NOTES,,NO,0.00
0094164022,02/19/2016,17:55 ,NP,,SEE NOTES,,NO,50.00
5150002122,03/12/2016,15:39 ,X,,SEE NOTES,1-205N,NO,0.00
5070006759,05/23/2016,10:58 ,X,,SEE NOTES,403B,NO,0.00
5070007106,06/08/2016,08:40 ,NP,,SEE NOTES,,NO,0.00
5150003825,06/21/2016,11:05 ,X,,SEE NOTES,106EB,NO,0.00
5160017492,01/13/2016,16:09 ,WA,,SEE NOTES,405EA,NO,0.00
5220003583,06/17/2016,09:02 ,X,,SEE NOTES,203EB,NO,0.00
5140003070,02/04/2016,11:14 ,W,,SEE NOTES,,YES,0.00
5260004421,06/02/2016,16:50 ,NPP,,SEE NOTES,,NO,0.00
5230003550,03/30/2016,08:25 ,S,,SEE NOTES,,NO,0.00
5160021624,04/30/2016,13:09 ,X,,SEE NOTES,210A,NO,0.00
5160018102,02/01/2016,12:32 ,X,,SEE NOTES,412E,NO,0.00
5040004368,04/26/2016,10:32 ,NSR,,SEE NOTES,,NO,0.00
5160019136,02/29/2016,16:12 ,NPP,,SEE NOTES,,NO,0.00
5100005379,05/25/2016,16:49 ,X,,SEE NOTES,309A,NO,0.00
5060003486,04/20/2016,10:32 ,X,,SEE NOTES,511A,NO,0.00
5260004571,06/08/2016,16:05 ,X,,SEE NOTES,2204,NO,0.00
5250001572,01/20/2016,13:08 ,X,,SEE NOTES,J604,NO,0.00
5190003235,06/14/2016,08:35 ,S,,SEE NOTES,,NO,0.00
5260002353,02/29/2016,09:26 ,NPC,,SEE NOTES,,NO,0.00
0093896961,01/16/2016,00:28 ,NP,,SEE NOTES,,NO,50.00
5230005616,05/27/2016,09:27 ,S,,SEE NOTES,,NO,0.00
5040003843,02/19/2016,08:53 ,X,,SEE NOTES,,NO,0.00
5230005291,05/19/2016,10:28 ,NSR,,SEE NOTES,,NO,0.00
5010002300,02/06/2016,15:44 ,X,,SEE NOTES,M214A,NO,0.00
5180005943,04/15/2016,13:10 ,S,,SEE NOTES,,NO,0.00
5180005947,04/15/2016,13:22 ,BT,,SEE NOTES,,NO,0.00
5100004626,05/06/2016,00:00 ,X,,SEE NOTES,,NO,0.00
5050000673,02/04/2016,15:13 ,NPP,,SEE NOTES,,NO,0.00
5130002730,04/11/2016,11:17 ,X,,SEE NOTES,504B,NO,0.00
5180004974,02/02/2016,07:53 ,X,,SEE NOTES,DU2226,NO,0.00
5120003402,01/21/2016,12:27 ,X,,SEE NOTES,NA,NO,0.00
5100006460,06/24/2016,17:07 ,X,,SEE NOTES,2000,NO,50.00
5100003650,01/30/2016,11:58 ,NP,,SEE NOTES,WI204E,NO,0.00
5230003316,03/22/2016,06:51 ,PNP,,SEE NOTES,,NO,0.00
